news_headline,news_article,news_category
30 booked for COVID-19 violations during Cong's Mekedatu protest,"An FIR has been filed against 30 people for violating coronavirus protocols during Congress' protest seeking the implementation of the Mekedatu drinking water project, Karnataka Home Minister Araga Jnanendra said on Monday. He added that the Ramanagara district administration has taken the action as per law. ""We will not spare anybody who violates the law,"" he further added.",politics
Defence Minister Rajnath Singh recovering well from COVID: Official,"Defence Minister Rajnath Singh, who tested positive for COVID-19 on Monday, is recovering well, the principal spokesperson of the Defence Ministry said. He added that a team of doctors from the Army's Research and Referral Hospital in Delhi examined the Union Minister. Singh had tweeted that he had mild symptoms.",politics
BJP national president JP Nadda tests positive for COVID-19,"Bharatiya Janata Party (BJP) national president JP Nadda on Monday confirmed that he had tested positive for COVID-19. Taking to Twitter, he said, ""I am feeling fine and have isolated myself on the advice of doctors."" Several political leaders, including Defence Minister Rajnath Singh and Bihar CM Nitish Kumar, have tested positive for COVID-19 today.",politics
Can't give Hindus' money: VHP on Patnaik giving funds to Christian group,"After Odisha Chief Minister Naveen Patnaik sanctioned ₹79 lakh as assistance to the Missionaries of Charity from Chief Minister's Relief Fund, the Vishva Hindu Parishad has opposed the decision. VHP General Secretary Milind Parande said, ""Missionaries of Charity is involved in conversion."" He added that no Chief Minister has right to give money of Hindus to organisation that converts them.",politics
"Tharoor tweets word 'anocracy', says 'we'd better learn it in India'","Congress leader Shashi Tharoor on Sunday tweeted that people in India should ""better"" start learning the word ""anocracy"", in an apparent reference to government ahead of polls. He said that it means a ""form of government that mixes democratic with autocratic features"". ""[Such a government] permits elections, allows participation through opposition...but acts with minimal accountability,"" he added.",politics
BJP shares video of Shivakumar 'coughing' during protest in K'taka,"The Twitter handle of Karnataka BJP on Sunday shared a purported video of Congress leader DK Shivakumar coughing during Mekedatu dam protest with the hashtag ""#SuperSpreaderCONgress"". ""It appears that [Shivakumar] is having COVID-19 symptoms but is still interacting with Congress workers without a mask,"" the party alleged. It further questioned, ""Is he hell bent on increasing [COVID-19] cases?""",politics
Mayawati urges EC to curb rising use of religion during elections,"BSP chief Mayawati on Sunday expressed concern over the ""increasing"" use of religion during elections and urged Election Commission (EC) to ""take serious steps to curb the narrow politics of selfishness"". This comes after Uttar Pradesh CM Yogi Adityanath said that upcoming state Assembly elections will be ""80% versus 20%"", alluding to the about 20% Muslim population in the state.",politics
Sidhu launches digital campaign ahead of Punjab Assembly polls,"Punjab Congress chief Navjot Singh Sidhu on Sunday launched the party's digital campaign ahead of the Assembly elections. Emphasising the need for ""Digital Punjab"", Sidhu said, ""Our social media war room...has [over] 10,000 WhatsApp groups...we are reaching to people...via...digital means.” Speaking about the 'Punjab Model', Sidhu said it is a tailor-made solution for issues prevalent in state.",politics
"Digvijaya compares RSS to 'termites', says it works 'discreetly'","Congress leader Digvijaya Singh on Monday used the ""termite"" analogy to criticise RSS, saying that like termites silently damage houses, similarly RSS works ""discreetly and damages the entire system"". He clarified that he wasn't calling RSS a termite, but the ""character of the ideology"". He added that a false narrative is being created that Hinduism is in danger.",politics
Called Punjab CM due to concern over PM's security lapse: Priyanka,"Congress' Priyanka Gandhi Vadra has said that she called Punjab CM Charanjit Singh Channi after PM Narendra Modi's security breach on January 5 out of concern. ""I have no constitutional post...I was worried about the PM...I [spoke] to Channi ji as a colleague only,” Priyanka said. PM Narendra Modi is 'desh ke pradhamantri', (country's prime minister) she added.",politics
Section 144 imposed in Chamoli district ahead of Uttarakhand polls,"Ahead of Uttarakhand Assembly elections, Section 144 has been imposed from January 8 in Chamoli district to conduct the polls in a peaceful manner, said Chamoli DM Himanshu Khurana. Dehradun DM has also imposed Section 144 in the district, however, the order is not applicable on door-to-door visits of poll candidates. Uttarakhand elections are scheduled for February 14.",politics
BJP fully prepared for digital rallies in U'khand: Union Minister,"Union Minister Ajay Bhatt has said that BJP is fully prepared for digital rallies in Uttarakhand after Election Commission barred physical rallies in poll-bound states till January 15 amid rising COVID-19 infections. ""We'll try to connect with the areas [having] low connectivity in small groups,"" he said. Uttarakhand will witness single-phase polling for Assembly elections on February 14.",politics
Mayawati will not contest upcoming UP Assembly polls: BSP MP Misra,"Bahujan Samaj Party (BSP) chief and former Uttar Pradesh CM Mayawati will not contest the upcoming state Assembly elections, party MP Satish Chandra Misra said on Tuesday. He added that he will also not be contesting the polls. Furthermore, Misra criticised Samajwadi Party (SP) saying, ""If SP does not have 400 candidates, how will they win 400 seats?"" ",politics
No alliance with AAP for Punjab polls: Sanyukt Samaj Morcha,"Sanyukt Samaj Morcha (SSM) leader Balbir Singh Rajewal has ruled out an alliance with Aam Aadmi Party (AAP) for the upcoming Punjab Assembly elections. While speaking to media, Rajewal said that all SSM candidates for the elections will be declared in a week. He also termed suggestions of SSM seeking 60 seats while AAP only offered ten seats as ""baseless"".",politics
Saina demeaned for her political stand by so-called popular actor: Smriti Irani,"Union Minister Smriti Irani said badminton player Saina Nehwal was demeaned for her political position by a ""so-called popular actor"".  She added, ""Ms Nehwal had a point of view. But she was demeaned and objectified. Should such men be brought to justice?"" Actor Siddharth had tweeted ""Subtle cock champion of the world"" retweeting Nehwal's tweet on PM Modi's security breach.",entertainment
"24-year-old fake casting director seeks sexual favours from actress for role, arrested","A 24-year-old man was arrested after he allegedly posed as casting director and demanded sexual favours from a woman, who claims to have acted in Bengali films, promising her role in web series, a Mumbai police official said. The accused, Omprakash Tiwari, earlier worked with a production house. ""He...asked her [for]...private photos...Tiwari [then] started to threaten her,"" the official added.",entertainment
Veteran singer Lata Mangeshkar in ICU after testing COVID-19 positive,"Veteran singer Lata Mangeshkar was admitted to a hospital in Mumbai on Tuesday after she tested positive for COVID-19. The 92-year-old is currently undergoing treatment at the intensive care unit (ICU) of Mumbai's Breach Candy hospital. ""She has mild symptoms. She has been kept in ICU only for precautionary reasons considering her age,"" her niece confirmed to news agency ANI.",entertainment
Ayushmann Khurrana buys apartment in Mumbai for ₹19 crore: Reports,"Actor Ayushmann Khurrana has bought an apartment in Mumbai's Andheri West for around ₹19 crore, Moneycontrol reported. The total size of the apartment is 4,027 sq ft and it comes with parking for four cars, reports added. Ayushmann's brother Aparshakti Khurana also bought a property in the same housing complex for ₹7 crore, reports further stated.",entertainment
Making cheap comment on Saina shows ignoble mentality: Law Minister on Siddharth,"Union Law Minister Kiren Rijiju has said that making a cheap comment on an iconic personality like Saina Nehwal depicted a person's ""ignoble mentality"". Rijiju added India is proud of Saina for her outstanding contributions and she is a steadfast patriot besides being an Olympic medalist. This comes after actor Siddharth's ""Subtle cock champion of the world"" tweet targeting Nehwal.",entertainment
"My daughter has won medals for India, what has he done? Nehwal's father on Siddharth","Reacting to actor Siddharth's alleged lewd tweet about Saina Nehwal, the badminton player's father Harvir said, ""My daughter has won medals, brought laurels for India. What has he done for the country?"" ""I felt very bad when he used such words for my daughter,"" he further said. Harvir further demanded an apology from the actor.",entertainment
There is superstardom and then there’s SRK: Tahir Raj Bhasin,"Talking about Shah Rukh Khan trivia being included in his upcoming series 'Yeh Kaali Kaali Ankhein', actor Tahir Raj Bhasin said Shah Rukh Khan's legacy is greater than that of a superstar. ""There is superstardom and then there's Shah Rukh Khan. He...[represents] an institution of someone who has a dream and puts in everything to make it,"" said Tahir.",entertainment
'Baahubali' actor Sathyaraj discharged from hospital ,"Veteran actor Sathyaraj, who was hospitalised after contracting COVID-19, has been discharged. The 'Baahubali' actor's son Sibi Sathyaraj confirmed on Tuesday that the 67-year-old actor is back home. ""He's totally fine and will resume work after [a] few days of rest. Thank you all for your love and support,"" Sibi wrote on Twitter. 
",entertainment
Rajkummar wants to earn Oscar nomination for my biopic: Srikanth Bolla,"Discussing an interaction with Rajkummar Rao who will be portraying the lead role in visually-impaired industrialist Srikanth Bolla's biopic, Bolla said Rajkummar wants to deliver a career-best performance and earn the film an Oscar nomination. ""He is...inspired after hearing my...story. [Rajkummar] will be coming to Hyderabad to live with me for understanding my life...better,"" added Bolla.",entertainment
"Man dressed as Spider-Man dances on 'Saami Saami', Allu Sirish shares video","Allu Arjun's brother and actor Allu Sirish took to Twitter to share a video of a man dressed as Spider-Man recreating Rashmika Mandanna's steps on song 'Saami Saami' from film 'Pushpa: The Rise'. ""Spider-Man celebrating his success dancing to 'Rara Saami' from 'Pushpa'! As a fan of AA and Spidey...Waah! This is India boss. @SpiderMan good job buddy,"" Sirish wrote. ",entertainment
Can't wait to see her flourish: Sonu Sood wishes sister as she joins Congress,"Actor Sonu Sood's sister Malvika Sood on Monday joined the Congress party in Punjab. Taking to Twitter, he tweeted, ""As my sister, Malvika Sood embarks on her political journey, I...can't wait to see her flourish in this new chapter of her life."" Sonu added that his work as an actor and humanitarian will continue ""without any political affiliations or distractions"".",entertainment
Countless memories: Yami shares pic from 'Uri' set as film completes 3 yrs,"
Marking the third anniversary of her film 'Uri: The Surgical Strike' on Tuesday, actress Yami Gautam shared an old picture from the sets of the Aditya Dhar directorial and wrote, ""Countless memories and profound gratitude."" The film, based on the Indian Army's surgical strikes in Pakistan-occupied Kashmir following the Uri terror attack, also featured Vicky Kaushal and Paresh Rawal. ",entertainment
Always a blessing: Ananya Panday on working with Deepika Padukone,"Having worked with Deepika Padukone in their upcoming movie 'Gehraiyaan', actress Ananya Panday said it is always a blessing to work with actors like Deepika who deliver stronger performances. ""It's always a blessing to have stronger performances opposite you to feed. If I've learned anything [from Deepika], it's that acting is a lot of reacting,"" added Ananya.",entertainment
Ajay & Alia were paid full amounts of ₹35 cr & ₹9 cr for cameos in RRR: Reports,"Actors Ajay Devgn and Alia Bhatt, who'll make cameos in SS Rajamouli's 'RRR', have reportedly been paid their market price. According to reports, Alia has less than twenty minutes of playing time but has been paid ₹9 crore for her brief role. Meanwhile, Ajay, who'll make a guest appearance in the film has been paid ₹35 crore, reports added.",entertainment
Bob Saget helped me get through some rough mental health stuff: Davidson,"Actor-comedian Pete Davidson has penned a note remembering Bob Saget, who was found dead in his room at Ritz-Carlton Hotel in Orlando. Calling him ""one of the nicest men on the planet"", Pete wrote, ""When I was younger and several times throughout our friendship he helped me get through some rough mental health stuff."" ""I love you, Bob,"" he added. ",entertainment
Fascinated by Day-Lewis who can transform like a chameleon: Ranveer,"Actor Ranveer Singh has said he attempts to create distinctive characters, having been fascinated as an aspiring actor by Daniel Day-Lewis who transforms himself like a ""chameleon"". ""Growing up as an aspiring actor, I felt most fascinated with those actors who are able to show a wide range in their repertoire...who can be shape-shifters, chameleons like Daniel Day-Lewis,"" said Ranveer.",entertainment
"Kareena is very 'bindaas', she doesn't care about appearances: Soha","Actress Soha Ali Khan said in an interview that her sister-in-law, actress Kareena Kapoor, is ""very bindaas"" and doesn't really care about appearances. She further said Kareena is ""really funny"", adding, ""It's great to see them (Saif Ali Khan and Kareena) together because what I'd imagined of her, is not how she is at all."" ",entertainment
"In next 5 to 10 yrs, Telugu cinema needs strong female characters: Nagarjuna","Actor Nagarjuna Akkineni said that in the next five to ten years, Telugu cinema needs strong female characters. He added, ""Without that, it's not going to work because of the rising power of women. They're asking questions, which is fantastic."" ""My father's films had incredibly strong male and female characters, which I feel is going to come back,"" Nagarjuna said.",entertainment
Being trolled for who I am doesn't affect my mental peace: Sara,"Actress Sara Ali Khan in an interview has stated that being trolled for being who she is doesn't affect her, adding, ""My mental peace doesn't depend on what people say."" However, the actress said that being trolled for her work affects her. ""I'm making films for the audiences. So if they're not liking it, it's a problem,"" Sara added.",entertainment
My work has helped me become positive about getting 2nd looks: Dinklage,"Responding to a query about how he responds to attention generated due to his height, actor Peter Dinklage said he used to get disturbed by the second looks received, but has become more positively inclined due to his professional success. ""Now there's an ownership to someone looking at me. The work I've done...has afforded them a second look,"" said Dinklage.",entertainment
Tara to headline 'Kabir Singh' producer Murad's thriller film: Reports,"Tara Sutaria will reportedly play the lead role in 'Kabir Singh' producer Murad Khetani's next film. It is a thriller drama and Tara will be seen in a new light in the film, reports stated. Tara, who was recently seen alongside Ahan Shetty in 'Tadap', is also a part of Ahmed Khan's 'Heropanti 2' and Mohit Suri's 'Ek Villain Returns'. ",entertainment
Can't be lazy now when Tiger Shroff stands in front of me: Hrithik,"In an interview, actor Hrithik Roshan praised his 'War' co-star Tiger Shroff and said, ""I really enjoy this circle that has been created with Tiger because now when he stands in front of me, I cannot be lazy and complacent."" Hrithik added, ""I am so grateful to myself that I inspired someone who is now inspiring me back.""",entertainment
Hrithik Roshan is more than just his looks: Agneepath director Karan,"Karan Malhotra, who directed Hrithik Roshan-starrer 'Agneepath', praised the actor and said he's more than just his looks. Speaking about his favourite film of Hrithik, Karan said, ""If I say 'Agneepath', I'll sound pompous. But...he was...superlative in that."" ""I also...loved him in 'Koi...Mil Gaya' and 'Guzaarish'...In both those films, it [was] just about his performance and craft,"" Karan said.",entertainment
Almost cracked it: Badshah on video showing 'how to make a Badshah song in 2 mins',"Rapper Badshah has reacted to a video on 'How to make a Badshah song in two minutes!'. Anshuman Sharma, a music producer, took to Twitter on Monday to share the video showing eight steps on ""how to sound like Badshah in two minutes"". Badshah shared the video and wrote, ""I swear, he almost cracked it,"" with a laughing emoji.  ",entertainment
Dev Anand felt something was going on between her & Anmol: Amrita's in-laws,"Actress Amrita Rao's in-laws revealed that late veteran actor Dev Anand had guessed that something was going on between Amrita and husband RJ Anmol at special screening of 'Jewel Thief' in 2009. Anmol's mother Jyoti said Dev had told Anmol that he can feel something is going on. ""I said, 'It's true Dev sir has a keen sight',"" she added.",entertainment
China unveils driverless bullet train for Winter Olympics with 350km/hr as top speed,China has unveiled custom-made driverless Fuxing bullet train that has top speed of 350 km/hr for the upcoming Beijing Winter Olympics. It is equipped with a 5G-linked broadcast studio from which journalists can broadcast and special lockers for athletes to stow their ski equipment. The Beijing Olympic Games are set to begin from February 4.,automobile
"Musk trolls GM for selling only 26 EVs in Q4 2021 in US, says 'Room to improve'","World's richest person and Tesla's CEO Elon Musk trolled rival company General Motors (GM) after it sold only 26 electric vehicles in the US in Q4 of 2021. ""Room to improve,"" tweeted Musk. General Motors' sales numbers come amid the White House promoting it as a ""leader"" in the electric vehicle market.",automobile
Pvt sector should oppose China's genocide: US as Tesla opens showroom in Xinjiang,"After billionaire Elon Musk-led Tesla opened a showroom in Xinjiang, White House Press Secretary Jen Psaki said, ""We believe the private sector should oppose China's human rights abuses and genocide in Xinjiang."" ""The international community, including the public and private sectors, cannot look the other way when it comes to what is taking place in Xinjiang,"" she added.",automobile
BMW unveils concept car that changes colour with the touch of a button,"BMW has unveiled its all-electric concept car 'BMW iX Flow' that changes its colour with the touch of a button. The car's surface colour changes using a technology based on E Ink, the technology used in e-readers. The car can change colours from black to white or combine black and white in a kaleidoscope of graphics.",automobile
"Tesla criticised for opening showroom in Xinjiang, where China is accused of genocide","Billionaire Elon Musk-led Tesla has been criticised in the US after opening a showroom in Xinjiang, where China has been accused of genocide against Uighur Muslims. Tesla announced the showroom on its Weibo page on December 31. Alliance for American Manufacturing's President Scott Paul, said, ""Any company doing business in Xinjiang is complicit in the cultural genocide taking place there.""",automobile
"Mercedes-Benz e-car concept has over 1,000 km range, mushroom fibre seats","Mercedes-Benz unveiled its VISION EQXX electric car concept at the CES technology show in Las Vegas, which the company claims can run for more than 1,000 kilometres on a single battery charge. The car's electric system draws additional energy from solar cells on the roof. The car's interiors are made from sustainable materials like mushroom fibres, ground-up cacti and bamboo.",automobile
Toyota overtakes GM as US' top-selling automaker for first time since 1931,"Japan's Toyota Motor outsold General Motors (GM) in the US in 2021, marking the first time since 1931 that GM has not led auto sales in the country. It also marked the first time that a non-domestic automaker has taken the top spot in US. While Toyota sold 2.332 million vehicles in US last year, GM sold 2.218 million vehicles.",automobile
"Tesla raises Full Self-Driving software price to $12,000 in US: Musk","Tesla will raise the price of its advanced driver assistant software, known as 'Full Self-Driving' (FSD), from $10,000 to $12,000 in the US on January 17, the company's billionaire CEO Elon Musk announced on Twitter. The software includes features like automatic lane-changing, stop light recognition, and 'Smart Summon'. Tesla had earlier raised FSD price from $8,000 to $10,000 in 2020.",automobile
China to cut new energy vehicle subsidies by 30% in 2022,"China's Finance Ministry has said the nation will cut its subsidies on new energy vehicles (NEV), such as electric cars by 30% next year. The 2022 NEV subsidies policy will terminate on December 31, 2022, and NEV will not be subsidised afterwards. Subsidies in case of NEVs for public transport would be cut by 20% in 2022.



",automobile
"BMW, Mercedes to skip planned in-person events at CES 2022","Auto giants Mercedes and BMW have announced they will not be attending in-person CES 2022. ""As the health and safety of our customers, partners, employees and guests are our highest priority,"" Mercedes said. Panasonic, which had planned an in-person press conference for January 4, has shifted to a virtual event and will only have a limited presence at the show.

",automobile
Hyundai builds air purifier using IONIQ 5 EV car parts; shares video,"Hyundai has released a video in which it scrapped one of its IONIQ 5 test vehicles entirely, and repurposed the car's parts to make an air purifier. The model ""went through numerous tests to ensure our safety"", Hyundai said. The vehicle was used to test the likes of the Acoustic Vehicle Alerting System, pass-by noise regulation and wind tunnel noise.",automobile
"Tesla raises prices of Model 3, Model Y vehicles in China: Report","Tesla has reportedly raised the prices of two of its car models made in China for the second time in just over a month. Tesla has announced a 3.9% increase in the price of Model 3 and a 7.5% rise in price of Model Y, SCMP reported. The basic edition of Model Y will cease to qualify for government subsidies.",automobile
China says Tesla will recall 2 lakh vehicles over security risks,"China has said Tesla will recall around two lakh vehicles produced during certain period of time due to possible security risks. Tesla will recall 19,697 imported model S vehicles, 35,836 imported model 3s, and 1,44,208 China-made model 3 vehicles in China. This comes after Tesla recalled over 4,75,000 cars in the US over issues that increase the risk of crashing. ",automobile
Concept vehicles with 90-degree rotating wheels unveiled by Hyundai Mobis,"Hyundai Mobis showcased two mobility concept vehicles with 90-degree rotating wheels at the CES 2022 tech show in Las Vegas. The vehicles feature Hyundai's e-corner module system that integrates steering, braking, suspension and driving systems into one wheel. The system also enables rotating the vehicle in place, changing the direction of the vehicle on narrow roads, and easy parking.",automobile
S Korea's SsangYong Motor sold for $254.6 million to local consortium,"A consortium led by South Korean electric automaker Edison Motors has agreed to acquire SsangYong Motor for 305 billion won ($254.65 million), the latter said on Monday. This comes after SsangYong's sales fell to 84,496 units in 2021, about 21% lesser than its 2020 sales, as per a regulatory filing. Indian automaker Mahindra also owns about 75% stake in SsangYong.",automobile
"Tesla delivers record 308,600 cars worldwide in 4th quarter of 2021","Tesla on Sunday said it delivered 308,000 electric cars worldwide in the fourth quarter of 2021, beating its previous single-quarter record. Tesla's total sales for the year stood at more than 936,000, up about 87% over 2020's deliveries of just under half a million vehicles. Notably, Tesla joined the exclusive club of companies with $1 trillion market value in 2021.",automobile
Ford Motor's vehicle sales in US fall by 6.8% in 2021 ,"Automobile manufacturer Ford Motor reported a 6.8% fall in 2021 US vehicle sales as the company faced issues like lingering supply-chain bottlenecks and a global chip shortage. Ford sold a total of 19,05,955 vehicles in 2021, ending up behind Toyota Motor and General Motors. Ford sold 27,140 units of Mustang Mach-E electric crossover in 2021.",automobile
Ford's e-scooter rental company Spin to fire 25% of its employees,"Spin, the electric scooter rental company acquired by Ford Motor in 2018, will lay off 25% of its employees, as it pulls out of open permit markets. ""We are offering affected employees severance packages and an additional stipend,"" Spin CEO Ben Bear said. The dynamics of open permit markets make it difficult to identify a path to profitability, he added.",automobile
"NYC orders 184 Mustang Mach-Es for police, first responders, others","The New York City has ordered 184 fully electric Ford Mustang Mach-Es to be used by several city agencies, including the NYPD, first responders, and Department of Parks and Recreation. The vehicles are set to be delivered by June 2022, as part of a five-year, $11.5-million contract. The city is considering a different contract with Tesla for law enforcement.",automobile
Foreign carmakers interested in India's Ford plant: Tamil Nadu Minister,"Foreign carmakers have shown interest in acquiring Ford Motor Co's plant in Tamil Nadu, state Industries Minister Thangam Thenarasu said. He added that details of firms interested cannot be disclosed and ""it is eventually up to Ford as it'll be a commercial arrangement"". Tata Group also showed interest but the government is yet to hear from them, he said further.",automobile
Tata Motors overtakes Hyundai as 2nd largest PV seller in Dec 2021,"Tata Motors has overtaken Hyundai Motor India to become the second largest seller of passenger vehicles (PVs) in the domestic market for the first time in close to a decade in December 2021. Tata Motors registered sales of 35,299 PV units in December 2021, whereas Hyundai dispatched 32,312 units. Tata Motors said it dispatched close to 99,000 vehicles between October-December.",automobile
"Volkswagen sells 70,600 ID EVs in China in 2021, misses target","German automaker Volkswagen sold 70,625 of its ID electric vehicles in China last year, missing its goal of selling 80,000 to 1,00,000 cars. The automaker said it would likely double sales of its ID battery electric vehicles in China this year. Volkswagen Group sold 3.3 million cars in China last year, a fall of 14% from 2020.
",automobile
"Sony plans to enter electric car market, says CEO","Japan's multinational conglomerate Sony Corporation plans to launch a new company named Sony Mobility to examine entering the electric vehicle market, said Sony's CEO Kenichiro Yoshida. ''With our imaging and sensing, cloud, 5G, and entertainment technologies combined with our contents mastery, we believe Sony is well positioned as a creative entertainment company to redefine mobility,'' he said.",automobile
Rolls-Royce car sales soar to highest in its 117-year history,"Rolls-Royce on Monday announced that it created history last year selling the most cars it has ever sold in its 117-year history. The luxury carmaker sold 5,586 cars globally last year, up 49% from its sales in the same period in 2020. Sales of the brand's vehicles hit all-time records in most regions, including China and the US. ",automobile
"BMW India sells 8,876 cars in 2021, sales surge by 34%","BMW India reported a year-on-year (YoY) growth of 34% with a dispatch of 8,876 units in 2021, recording the highest growth in a decade in India. The automaker dispatched 8,236 BMW and 640 Mini units last year compared to 6,604 units across BMW and Mini brands in 2020. The company generated over 40% sales from its locally assembled SAV range.",automobile
'Deltacron' COVID-19 infections combining Delta & Omicron found in Cyprus,"A strain of COVID-19 that combines Delta and Omicron was found in Cyprus, according to Leondios Kostrikis, Professor of Biological Sciences at the University of Cyprus and Head of the Laboratory of Biotechnology and Molecular Virology. The discovery was named ""Deltacron"" due to the identification of Omicron-like genetic signatures within the Delta genomes, he said.",science
Why were genes inserted in the pig before its heart was transplanted to a US man?,"Six human genes were inserted into the genome of the donor pig to make the pig heart more tolerable to the human immune system before the organ was transplanted to a man in US. ""Four genes were knocked out in the donor pig, including one to prevent excessive growth of the pig heart tissue,"" the doctors said.",science
"Astronaut takes pic of Earth during spacewalk, says '2nd favourite view of Earth'","NASA astronaut Thomas H Marshburn has shared a photo of the Earth taken from space and wrote, ""A candidate for the second favourite view of the Earth from space: the Caribbean Sea."" He tweeted that it was captured during a spacewalk below the Japan Aerospace Exploration Agency's external experiment platform.",science
"World's biggest, most powerful telescope fully deployed in space, says NASA","The James Webb Space Telescope, the world's largest and most powerful space telescope, completed its two-week-long deployment phase on Saturday, unfolding the final mirror panel, NASA said. ""The final wing is now deployed,"" NASA tweeted. ""Next up for Webb? Five months of alignment and calibration before we start getting images,"" it added.",science
"Tallest volcano in Galápagos erupts, clouds of ash rise to 12,400 feet; pics surface","Wolf Volcano, the tallest mountain in the Galápagos islands, erupted, spewing lava down its flanks and clouds of ash over the Pacific Ocean, according to Ecuador’s Geophysical Institute. Clouds of ash from Wolf Volcano rose to over 12,400 feet above sea level after the eruption. The volcano had last erupted in 2015.",science
Pebble-sized debris halts NASA's Perseverance Mars rover's sample collection,"NASA’s Mars rover Perseverance’s rock sample collection has been obstructed after pebble-sized debris halted its functioning. On December 29, Perseverance successfully cored and extracted a sample from a Mars rock. However, fragments of the rock fell out of the sample tube during dropoff. On January 8, NASA tweeted images of the debris and said the issue is being worked on.",science
"Remains of 180-million-year-old Britain's largest 'sea dragon' discovered, pic surfaces","The fossilised remains of Britain’s largest ‘sea dragon’ have been discovered at Rutland Water Nature Reserve. It is the biggest and most complete skeleton of its kind found to date in the UK, officials said. It is approximately 180 million years old with a skeleton measuring around 10 metres in length and a skull weighing approximately one tonne.",science
Man in US gets genetically-modified pig heart in world-first transplant,"David Bennett, a 57-year-old US man, has become the first person in the world to get a heart transplant from a genetically-modified pig. Bennett is doing well three days after the experimental seven-hour procedure in Baltimore, doctors said. Doctors had deemed him ineligible for a human transplant due to very poor health.",science
Why was a pig's heart transplanted to a man in the US?,"A pig's heart was transplanted to a US man as his condition — heart failure and an irregular heartbeat — made him ineligible for a human heart transplant or a heart pump. Doctors said, ""There aren't enough donor human hearts available to meet long list of potential recipients."" ""This will provide new option for patients in the future,"" they added.",science
"In a first, astronomers capture real-time death of star and supernova explosion","In a first, astronomers have imaged in real-time the death by explosion of a giant red star into Type II supernova. ""It's like watching a ticking time bomb. We've never confirmed such violent activity in a dying red supergiant star where we see it produce such a luminous emission,"" said Raffaella Margutti, an Associate Professor of Astronomy at UC Berkeley.",science
Air pollution caused 1.8 mn excess deaths globally in 2019: Study,"Urban air pollution has caused 1.8 million excess deaths in several cities across the world in 2019, a study published in The Lancet Planetary Health journal stated. Between 2000-2019, PM2.5 concentrations and mortality trends associated with it were examined in over 13,000 cities by researchers and it was found that the PM2.5 concentrations exceeded seven times than WHO limits.",science
Scientists name new tree after Leonardo DiCaprio as a tribute,"Scientists at the Royal Botanic Gardens, Kew, have named a newly discovered tree after Leonardo DiCaprio. They wished to honour the actor for helping in saving an endangered forest where the tree only grows. ""He was crucial in helping to stop the logging of the Ebo Forest,"" Dr Martin Cheek said. The tree has been officially named 'Uvariopsis dicaprio'.
",science
COVID-19 pandemic may affect infants' brains: US study,"US researchers found that the COVID-19 pandemic may affect infants' brains. The study, conducted when the babies were six months old, observed that those born during the pandemic found it hard to manage certain tasks linked to muscle movements and personal interactions. The scientists studied 255 infants born during the pandemic including 114 whose mothers had COVID-19 during pregnancy.",science
Australian fossil site reveals its 15 mn year-old rainforest origins ,"A team of international archaeologists discovered the fossils of a ""rich and abundant"" rainforest from about 15 million years ago in New South Wales (NSW), Australia. The scientists found thousands of specimens of plants and animals from the site. ""It is an extremely important site. It has everything that we hope for,"" said Matthew McCurry from the University of NSW.",science
Heart disease-linked risks may be worse for women than men: US study,"US neurologists found greater negative impact of cardiovascular diseases such as diabetes, heart disease on memory skills of middle-aged women than men. Through nine different kinds of tests, the researchers observed that heart disease was associated with a decline in composite cognitive test scores for women compared to men. The study tested over 1,000 people aged 50 to 69.",science
Part of out-of-control Russian rocket crashes into sea after re-entry,"A chunk of an out-of-control Russian Angara A5 spacecraft crashed into the sea near French Polynesia after it re-entered Earth's orbit on Wednesday, as per the data shared online. The rocket departed Earth on December 27, however, a second burn to move the spacecraft into a higher orbit failed, causing its upper part, Persei, to fall back on Earth. ",science
Two new bacteria found in UK sea as temperatures rise: Study,"Two new Vibrio bacteria have been found in sea along Chichester Harbour in the UK, a study led by the University of Exeter stated. When eaten in raw or undercooked shellfish, it can cause stomach bugs in humans, the research mentioned. As per the study, warmer waters due to rising global temperatures have led to growing diversity in Vibrio species.",science
Biden administration's top official on environmental justice resigns ,"Senior Director for Environmental Justice at the US Council on Environmental Quality, Cecilia Martinez, has announced to step down. Martinez said that she needed time to rest and spend time with her family. This comes after Martinez played an instrumental role over the last year in helping disadvantaged communities as an integral part of President Joe Biden's environmental policies.",science
People with dementia in India will triple to 11.44 million by 2050: Report,"Global Burden of Disease study published in The Lancet Public Health on Friday stated the number of people with dementia in India will triple to around 11.44 million by 2050. Factors like population growth, ageing, smoking, obesity, and lack of education of the subject might result in a 197% rise. As per 2019 records, 3.84 million Indians suffer from dementia.",science
People will likely need a fourth COVID-19 vaccine shot: Moderna CEO,"Moderna CEO Stephane Bancel said people would likely need to take the fourth dose of the COVID-19 vaccine as the efficacy of the booster dose wanes with time just like the first two shots. ""I will be surprised when we get data...that it's holding nicely over time,"" Bancel said about the level of protection provided by the booster shots.
",science
Sweden opens 7th International Office of Science in UK,"Sweden has established its seventh International Office of Science and Innovation at its embassy in London last weekend. As per its statement, the office will develop and strengthen collaboration between the UK and Sweden over life sciences strategy and partnership programmes. It will help increase the visibility of higher education institutions, said Swedish Minister for Education Anna Ekström. ",science
